Area,Bin Type,Central Asset ID,Class,Feature Location,Maintaining Authority,Site Name,Ward,long,lat
Ballarat Central,Rubbish/Recycle Bin Receptacle,00224612,No Code Allocated,Armstrong Street North,City of Ballarat,Armstrong Street North,Central,143.856397718308,-37.5615443150965
Ballarat Central,Rubbish/Recycle Bin Receptacle,00225303,No Code Allocated,Armstrong Street North,City of Ballarat,Armstrong Street North,Central,143.856498354245,-37.5603892329823
Ballarat Central,Rubbish/Recycle Bin Receptacle,00225306,No Code Allocated,Armstrong Street North,City of Ballarat,Armstrong Street North,Central,143.856375242297,-37.5610449471699
Ballarat Central,Rubbish/Recycle Bin Receptacle,00227531,No Code Allocated,Armstrong Street North,City of Ballarat,Armstrong Street North,Central,143.856498354245,-37.5603892329823
Ballarat Central,Rubbish/Recycle Bin Receptacle,00225553,No Code Allocated,Armstrong Street South,City of Ballarat,Armstrong Street South,Central,143.856101869918,-37.5623184667232
No Code Allocated,Cigarette Bin,00212267,No Code Allocated,,City of Ballarat,Armstrong Street South,No Code Allocated,143.855897966442,-37.5634550536119
Bakery Hill,Rubbish/Recycle Bin Receptacle,00225167,No Code Allocated,Bridge Mall,City of Ballarat,Bridge Mall,Central,143.864893768097,-37.5628591984731
Bakery Hill,Rubbish/Recycle Bin Receptacle,00225170,No Code Allocated,Bridge Mall,City of Ballarat,Bridge Mall,Central,143.864653523525,-37.5628874693135
Bakery Hill,Rubbish/Recycle Bin Receptacle,00225175,No Code Allocated,Bridge Mall,City of Ballarat,Bridge Mall,Central,143.864750233313,-37.5627202258103
Bakery Hill,Rubbish/Recycle Bin Receptacle,00225180,No Code Allocated,Bridge Mall,City of Ballarat,Bridge Mall,Central,143.865037516834,-37.5627113566431
Bakery Hill,Rubbish/Recycle Bin Receptacle,00225183,No Code Allocated,Bridge Mall,City of Ballarat,Bridge Mall,Central,143.865099329482,-37.56272931839
Bakery Hill,Rubbish/Recycle Bin Receptacle,00225186,No Code Allocated,Bridge Mall,City of Ballarat,Bridge Mall,Central,143.865271604498,-37.5626908035249
Bakery Hill,Rubbish/Recycle Bin Receptacle,00225188,No Code Allocated,Bridge Mall,City of Ballarat,Bridge Mall,Central,143.865518702977,-37.5626405591672
Bakery Hill,Rubbish/Recycle Bin Receptacle,00225193,No Code Allocated,Bridge Mall,City of Ballarat,Bridge Mall,Central,143.863895198201,-37.562676560744
Bakery Hill,Rubbish/Recycle Bin Receptacle,00225194,No Code Allocated,Bridge Mall,City of Ballarat,Bridge Mall,Central,143.863955452805,-37.5627424976127
Ballarat Central,Rubbish/Recycle Bin Receptacle,00225400,No Code Allocated,Bridge Mall,City of Ballarat,Bridge Mall,Central,143.863769453418,-37.5626030228496
Ballarat Central,Rubbish/Recycle Bin Receptacle,00225413,No Code Allocated,Bridge Mall,City of Ballarat,Bridge Mall,Central,143.863477665724,-37.5626065918563
Ballarat Central,Rubbish/Recycle Bin Receptacle,00225419,No Code Allocated,Bridge Mall,City of Ballarat,Bridge Mall,Central,143.863258466664,-37.5626523703035
Ballarat Central,Rubbish/Recycle Bin Receptacle,00225427,No Code Allocated,Bridge Mall,City of Ballarat,Bridge Mall,Central,143.8631610884,-37.5626574370227
Ballarat Central,Rubbish/Recycle Bin Receptacle,00225431,No Code Allocated,Bridge Mall,City of Ballarat,Bridge Mall,Central,143.863005693949,-37.5625367713312
Ballarat Central,Rubbish/Recycle Bin Receptacle,00225437,No Code Allocated,Bridge Mall,City of Ballarat,Bridge Mall,Central,143.862824881777,-37.5626065768483
Ballarat Central,Rubbish/Recycle Bin Receptacle,00225439,No Code Allocated,Bridge Mall,City of Ballarat,Bridge Mall,Central,143.862818625593,-37.5625230196563
Ballarat Central,Rubbish/Recycle Bin Receptacle,00225442,No Code Allocated,Bridge Mall,City of Ballarat,Bridge Mall,Central,143.862561983068,-37.5624748232483
Ballarat Central,Rubbish/Recycle Bin Receptacle,00225443,No Code Allocated,Bridge Mall,City of Ballarat,Bridge Mall,Central,143.862503509963,-37.562567700335
Ballarat Central,Rubbish/Recycle Bin Receptacle,00225446,No Code Allocated,Bridge Mall,City of Ballarat,Bridge Mall,Central,143.862159718169,-37.5625226990193
Ballarat Central,Rubbish/Recycle Bin Receptacle,00225452,No Code Allocated,Bridge Mall,City of Ballarat,Bridge Mall,Central,143.862041470425,-37.5624202333397
Ballarat Central,Rubbish/Recycle Bin Receptacle,00225455,No Code Allocated,Bridge Mall,City of Ballarat,Bridge Mall,Central,143.861883193003,-37.5624903016499
Ballarat Central,Rubbish/Recycle Bin Receptacle,00225465,No Code Allocated,Bridge Mall,City of Ballarat,Bridge Mall,Central,143.86142004263,-37.5624143136811
Ballarat Central,Rubbish/Recycle Bin Receptacle,00225478,No Code Allocated,Bridge Mall,City of Ballarat,Bridge Mall,Central,143.86118924949,-37.5623287237427
Ballarat Central,Rubbish/Recycle Bin Receptacle,00225490,No Code Allocated,Bridge Mall,City of Ballarat,Bridge Mall,Central,143.860933364772,-37.5624097182762
Bakery Hill,Rubbish/Recycle Bin Receptacle,00227532,No Code Allocated,Bridge Mall,City of Ballarat,Bridge Mall,Central,143.864653523525,-37.5628874693135
Bakery Hill,Rubbish/Recycle Bin Receptacle,00227533,No Code Allocated,Bridge Mall,City of Ballarat,Bridge Mall,Central,143.863895198201,-37.562676560744
Ballarat Central,Rubbish/Recycle Bin Receptacle,00227534,No Code Allocated,Bridge Mall,City of Ballarat,Bridge Mall,Central,143.863005693949,-37.5625367713312
Ballarat Central,Rubbish/Recycle Bin Receptacle,00227535,No Code Allocated,Bridge Mall,City of Ballarat,Bridge Mall,Central,143.862561983068,-37.5624748232483
Ballarat Central,Rubbish/Recycle Bin Receptacle,00227536,No Code Allocated,Bridge Mall,City of Ballarat,Bridge Mall,Central,143.862159718169,-37.5625226990193
Ballarat Central,Rubbish/Recycle Bin Receptacle,00227537,No Code Allocated,Bridge Mall,City of Ballarat,Bridge Mall,Central,143.862041470425,-37.5624202333397
Ballarat Central,Rubbish/Recycle Bin Receptacle,00225507,No Code Allocated,Camp Street,City of Ballarat,Camp Street,Central,143.859190323421,-37.5605573950347
Ballarat Central,Rubbish/Recycle Bin Receptacle,00225510,No Code Allocated,Camp Street,City of Ballarat,Camp Street,Central,143.85942263715,-37.561298478235
Bakery Hill,Rubbish/Recycle Bin Receptacle,00225190,No Code Allocated,Curtis Street ,City of Ballarat,Curtis Street,Central,143.864741757768,-37.5620323780248
Bakery Hill,Rubbish/Recycle Bin Receptacle,00225191,No Code Allocated,Curtis Street ,City of Ballarat,Curtis Street,Central,143.864439545027,-37.5619971864036
Ballarat Central,Rubbish/Recycle Bin Receptacle,00225222,No Code Allocated,Curtis Street (Dan Murphys),City of Ballarat,Curtis Street,Central,143.862610128834,-37.5615861049559
Ballarat Central,Rubbish/Recycle Bin Receptacle,00225084,No Code Allocated,Dana Street,City of Ballarat,Dana Street,Central,143.85802198618,-37.5643383792841
Ballarat Central,Rubbish/Recycle Bin Receptacle,00225235,No Code Allocated,Doveton Street North,City of Ballarat,Doveton Street North,Central,143.855000540477,-37.5608641313631
Ballarat Central,Rubbish/Recycle Bin Receptacle,00225236,No Code Allocated,Doveton Street North,City of Ballarat,Doveton Street North,Central,143.855128761199,-37.5602173955399
Ballarat Central,Rubbish/Recycle Bin Receptacle,00224991,No Code Allocated,Doveton Street South,City of Ballarat,Doveton Street South,Central,143.854492814017,-37.5629344564452
Ballarat Central,Rubbish/Recycle Bin Receptacle,00224993,No Code Allocated,Doveton Street South,City of Ballarat,Doveton Street South,Central,143.854800612232,-37.5621466836179
Ballarat Central,Rubbish/Recycle Bin Receptacle,00224995,No Code Allocated,Doveton Street South,City of Ballarat,Doveton Street South,Central,143.854714277178,-37.5625654265236
Wendouree,Rubbish/Recycle Bin Receptacle,00224108,No Code Allocated,Grandview Grove,City of Ballarat,Grandview Grove,North,143.838657584691,-37.53377238649
Ballarat Central,Rubbish/Recycle Bin Receptacle,00225070,No Code Allocated,Grant Street,City of Ballarat,Grant Street,Central,143.85617385239,-37.5665575056285
Ballarat Central,Rubbish/Recycle Bin Receptacle,00225071,No Code Allocated,Grant Street,City of Ballarat,Grant Street,Central,143.856694928377,-37.5667179827333
Ballarat Central,Rubbish/Recycle Bin Receptacle,00225072,No Code Allocated,Grant Street,City of Ballarat,Grant Street,Central,143.858677674229,-37.567483161857
Ballarat Central,Rubbish/Recycle Bin Receptacle,00225075,No Code Allocated,Grant Street,City of Ballarat,Grant Street,Central,143.857897027317,-37.5669143120147
Ballarat Central,Rubbish/Recycle Bin Receptacle,00227538,No Code Allocated,Grant Street,City of Ballarat,Grant Street,Central,143.85617385239,-37.5665575056285
Ballarat Central,Rubbish/Recycle Bin Receptacle,00227539,No Code Allocated,Grant Street,City of Ballarat,Grant Street,Central,143.856694928377,-37.5667179827333
Ballarat Central,Rubbish/Recycle Bin Receptacle,00225198,No Code Allocated,Grenville Street North,City of Ballarat,Grenville Street North,Central,143.860840806473,-37.5620852363391
Ballarat Central,Rubbish/Recycle Bin Receptacle,00225219,No Code Allocated,Grenville Street North,City of Ballarat,Grenville Street North,Central,143.861040179175,-37.56023781047
Ballarat Central,Rubbish/Recycle Bin Receptacle,00225500,No Code Allocated,Grenville Street North,City of Ballarat,Grenville Street North,Central,143.860834162534,-37.5610893586893
Wendouree,Rubbish/Recycle Bin Receptacle,00224126,No Code Allocated,Outside hobby shop,City of Ballarat,Harold Street,No Code Allocated,143.831895640597,-37.5301395320298
Learmonth,Plastipole Bin Stand,00227316,No Code Allocated,,City of Ballarat,Foreshore Road,North,143.724972023446,-37.4353862796753
Learmonth,Plastipole Bin Stand,00227348,No Code Allocated,,City of Ballarat,Foreshore Road,North,143.713376077163,-37.4239293298752
Learmonth,Plastipole Bin Stand,00227377,No Code Allocated,,City of Ballarat,Foreshore Road,North,143.711967162234,-37.4230756205446
Buninyong,Rubbish/Recycle Bin Receptacle,00225749,R-Primary Access Road,"Out the front of FoodWorks, 310 Learmonth St",City of Ballarat,Learmonth Street service road (north),No Code Allocated,143.8868296433,-37.6506134905944
Buninyong,Rubbish/Recycle Bin Receptacle,00225750,R-Primary Access Road,"Out the front of Buninyong Bakery, 308 Learmonth St",City of Ballarat,Learmonth Street service road (north),No Code Allocated,143.885678478086,-37.6503882132933
Buninyong,Rubbish/Recycle Bin Receptacle,00225751,R-Primary Access Road,"Out the front of Buninyong Bakery, 308 Learmonth St",City of Ballarat,Learmonth Street service road (north),No Code Allocated,143.885596494845,-37.6503576924214
Buninyong,Rubbish/Recycle Bin Receptacle,00225755,R-Primary Access Road,"Ot the front of Ridge Therapies, 318 Learmonth st",City of Ballarat,Learmonth Street service road (north),No Code Allocated,143.884699637416,-37.6501645641728
Buninyong,Rubbish/Recycle Bin Receptacle,00225744,R-Primary Access Road,"Out the front of Buninyong Cake Shop, 317 Learmonth St",City of Ballarat,Learmonth Street service road (south),No Code Allocated,143.884222590298,-37.6504938588686
Buninyong,Rubbish/Recycle Bin Receptacle,00225746,R-Primary Access Road,"Out the front of Buninyong Cake Shop, 317 Learmonth St",City of Ballarat,Learmonth Street service road (south),No Code Allocated,143.884334724136,-37.6505128302914
Ballarat Central,Rubbish/Recycle Bin Receptacle,00225119,No Code Allocated,Little Bridge Street,City of Ballarat,Little Bridge Street,Central,143.863283045667,-37.5633679407521
Ballarat Central,Rubbish/Recycle Bin Receptacle,00225126,No Code Allocated,Little Bridge Street,City of Ballarat,Little Bridge Street,Central,143.862401673795,-37.5632929163628
Ballarat Central,Rubbish/Recycle Bin Receptacle,00225127,No Code Allocated,Little Bridge Street,City of Ballarat,Little Bridge Street,Central,143.862143681419,-37.5632420486435
Ballarat Central,Rubbish/Recycle Bin Receptacle,00225128,No Code Allocated,Little Bridge Street,City of Ballarat,Little Bridge Street,Central,143.862055506604,-37.5632450890296
Ballarat Central,Rubbish/Recycle Bin Receptacle,00225132,No Code Allocated,Little Bridge Street,City of Ballarat,Little Bridge Street,Central,143.86137634459,-37.5629937679807
Ballarat Central,Rubbish/Recycle Bin Receptacle,00225149,No Code Allocated,Little Bridge Street,City of Ballarat,Little Bridge Street,Central,143.862950029126,-37.5631965310727
Ballarat Central,Rubbish/Recycle Bin Receptacle,00227540,No Code Allocated,Little Bridge Street,City of Ballarat,Little Bridge Street,Central,143.862143681419,-37.5632420486435
No Code Allocated,Rubbish/Recycle Bin Receptacle,00225102,No Code Allocated,Coles/Safeway Off-Street Car Parking,City of Ballarat,Little Bridge Street,No Code Allocated,143.862900252631,-37.5639657174322
Ballarat Central,Rubbish/Recycle Bin Receptacle,00224594,No Code Allocated,Lydiard Street North,City of Ballarat,Lydiard Street North,Central,143.857750884762,-37.561584799226
Ballarat Central,Rubbish/Recycle Bin Receptacle,00224596,No Code Allocated,Lydiard Street North,City of Ballarat,Lydiard Street North,Central,143.85801191755,-37.5607502146417
Ballarat Central,Rubbish/Recycle Bin Receptacle,00224600,No Code Allocated,Lydiard Street North,City of Ballarat,Lydiard Street North,Central,143.858048958959,-37.5600640557208
Ballarat Central,Rubbish/Recycle Bin Receptacle,00225311,No Code Allocated,Lydiard Street North,City of Ballarat,Lydiard Street North,Central,143.857903454676,-37.5615104594755
Ballarat Central,Rubbish/Recycle Bin Receptacle,00225319,No Code Allocated,Lydiard Street North,City of Ballarat,Lydiard Street North,Central,143.857994368315,-37.5609366200425
Ballarat Central,Rubbish/Recycle Bin Receptacle,00225320,No Code Allocated,Lydiard Street North,City of Ballarat,Lydiard Street North,Central,143.858045449511,-37.5606265868198
Ballarat Central,Rubbish/Recycle Bin Receptacle,00225322,No Code Allocated,Lydiard Street North,City of Ballarat,Lydiard Street North,Central,143.858110638983,-37.5602355662553
Ballarat Central,Rubbish/Recycle Bin Receptacle,00225330,No Code Allocated,Lydiard Street North,City of Ballarat,Lydiard Street North,Central,143.858292020854,-37.5594553528788
Ballarat Central,Rubbish/Recycle Bin Receptacle,00225334,No Code Allocated,Lydiard Street North,City of Ballarat,Lydiard Street North,Central,143.858460484712,-37.5585771457859
Ballarat Central,Rubbish/Recycle Bin Receptacle,00225336,No Code Allocated,Lydiard Street North,City of Ballarat,Lydiard Street North,Central,143.858353414003,-37.5584617903942
Ballarat Central,Rubbish/Recycle Bin Receptacle,00227541,No Code Allocated,Lydiard Street North,City of Ballarat,Lydiard Street North,Central,143.858110638983,-37.5602355662553
Ballarat Central,Rubbish/Recycle Bin Receptacle,00224592,No Code Allocated,Lydiard Street South,City of Ballarat,Lydiard Street South,Central,143.857582185763,-37.5623802028644
Ballarat Central,Rubbish/Recycle Bin Receptacle,00225013,No Code Allocated,Lydiard Street South,City of Ballarat,Lydiard Street South,Central,143.85713393495,-37.5647166238758
Ballarat Central,Rubbish/Recycle Bin Receptacle,00225014,No Code Allocated,Lydiard Street South,City of Ballarat,Lydiard Street South,Central,143.857096405545,-37.5647387079169
Ballarat Central,Rubbish/Recycle Bin Receptacle,00225027,No Code Allocated,Lydiard Street South,City of Ballarat,Lydiard Street South,Central,143.8574009879,-37.565007417342
Ballarat Central,Rubbish/Recycle Bin Receptacle,00225042,No Code Allocated,Lydiard Street South,City of Ballarat,Lydiard Street South,Central,143.857105902073,-37.5654461757198
Ballarat Central,Rubbish/Recycle Bin Receptacle,00225051,No Code Allocated,Lydiard Street South,City of Ballarat,Lydiard Street South,Central,143.856948633125,-37.5653948394394
Ballarat Central,Rubbish/Recycle Bin Receptacle,00225534,No Code Allocated,Lydiard Street South,City of Ballarat,Lydiard Street South,Central,143.857759012083,-37.5622356232233
Ballarat Central,Rubbish/Recycle Bin Receptacle,00227542,No Code Allocated,Lydiard Street South,City of Ballarat,Lydiard Street South,Central,143.857105902073,-37.5654461757198
Ballarat Central,Rubbish/Recycle Bin Receptacle,00227543,No Code Allocated,Lydiard Street South,City of Ballarat,Lydiard Street South,Central,143.856948633125,-37.5653948394394
Ballarat Central,Plastipole Bin Stand,00225022,No Code Allocated,,City of Ballarat,Lydiard Street South,Central,143.857307094189,-37.5647928049112
No Code Allocated,Rubbish/Recycle Bin Receptacle,00224131,No Code Allocated,Next to bus stop,City of Ballarat,Main Road,No Code Allocated,143.865304146321,-37.5638085054406
Bakery Hill,Rubbish/Recycle Bin Receptacle,00225106,No Code Allocated,Main Road,City of Ballarat,Main Road,Central,143.867237239217,-37.5648962463964
Bakery Hill,Rubbish/Recycle Bin Receptacle,00225107,No Code Allocated,Main Road,City of Ballarat,Main Road,Central,143.865216556815,-37.5637972971562
Ballarat Central,Rubbish/Recycle Bin Receptacle,00224605,No Code Allocated,Mair Street,City of Ballarat,Mair Street,Central,143.856814879347,-37.5597062182042
Ballarat Central,Rubbish/Recycle Bin Receptacle,00225233,No Code Allocated,Mair Street,City of Ballarat,Mair Street,Central,143.854929595509,-37.5604261272836
Ballarat Central,Rubbish/Recycle Bin Receptacle,00225504,No Code Allocated,Mair Street,City of Ballarat,Mair Street,Central,143.858984056579,-37.5599615627227
Ballarat Central,Rubbish/Recycle Bin Receptacle,00225394,No Code Allocated,Mair Street East,City of Ballarat,Mair Street East,Central,143.863547648778,-37.5604590949048
No Code Allocated,Rubbish/Recycle Bin Receptacle,00224879,No Code Allocated,,City of Ballarat,Ripon Street South,No Code Allocated,143.841312551529,-37.5603469686779
Lake Gardens,Rubbish/Recycle Bin Receptacle,00225886,No Code Allocated,St Cedars Grove,City of Ballarat,St Cedars Grove,Central,143.817759569957,-37.5449828489945
Ballarat Central,Rubbish/Recycle Bin Receptacle,00224778,No Code Allocated,Sturt Street,City of Ballarat,Sturt Street,Central,143.860408186232,-37.5624786803667
Ballarat Central,Rubbish/Recycle Bin Receptacle,00224782,No Code Allocated,Sturt Street,City of Ballarat,Sturt Street,Central,143.859506099933,-37.5623826008445
Ballarat Central,Rubbish/Recycle Bin Receptacle,00224791,No Code Allocated,Sturt Street,City of Ballarat,Sturt Street,Central,143.857435822828,-37.5621461368616
Ballarat Central,Rubbish/Recycle Bin Receptacle,00224803,No Code Allocated,Sturt Street,City of Ballarat,Sturt Street,Central,143.855999576427,-37.5619963788807
Ballarat Central,Rubbish/Recycle Bin Receptacle,00224804,No Code Allocated,Sturt Street,City of Ballarat,Sturt Street,Central,143.855736601789,-37.5619659817034
Ballarat Central,Rubbish/Recycle Bin Receptacle,00224807,No Code Allocated,Sturt Street,City of Ballarat,Sturt Street,Central,143.855042957023,-37.5618740125279
Ballarat Central,Rubbish/Recycle Bin Receptacle,00224811,No Code Allocated,Sturt Street,City of Ballarat,Sturt Street,Central,143.855713136851,-37.5619591609866
Ballarat Central,Rubbish/Recycle Bin Receptacle,00224814,No Code Allocated,Sturt Street,City of Ballarat,Sturt Street,Central,143.854228448416,-37.5617648697995
Ballarat Central,Rubbish/Recycle Bin Receptacle,00224821,No Code Allocated,Sturt Street,City of Ballarat,Sturt Street,Central,143.852203131043,-37.5615489411158
Ballarat Central,Rubbish/Recycle Bin Receptacle,00224825,No Code Allocated,Sturt Street,City of Ballarat,Sturt Street,Central,143.851627667247,-37.5614718452948
Ballarat Central,Rubbish/Recycle Bin Receptacle,00224829,No Code Allocated,Sturt Street,City of Ballarat,Sturt Street,Central,143.850593304781,-37.5613704244377
Ballarat Central,Rubbish/Recycle Bin Receptacle,00224833,No Code Allocated,Sturt Street,City of Ballarat,Sturt Street,Central,143.850103656187,-37.561293680317
Ballarat Central,Rubbish/Recycle Bin Receptacle,00224834,No Code Allocated,Sturt Street,City of Ballarat,Sturt Street,Central,143.849360066372,-37.5612214460956
Ballarat Central,Rubbish/Recycle Bin Receptacle,00224837,No Code Allocated,Sturt Street,City of Ballarat,Sturt Street,Central,143.848597998341,-37.5611068525761
Ballarat Central,Rubbish/Recycle Bin Receptacle,00224842,No Code Allocated,Sturt Street,City of Ballarat,Sturt Street,Central,143.847095386866,-37.5609433597212
Ballarat Central,Rubbish/Recycle Bin Receptacle,00224845,No Code Allocated,Sturt Street,City of Ballarat,Sturt Street,Central,143.846109008015,-37.560814610146
Ballarat Central,Rubbish/Recycle Bin Receptacle,00224846,No Code Allocated,Sturt Street,City of Ballarat,Sturt Street,Central,143.845727415624,-37.5607930893335
Ballarat Central,Rubbish/Recycle Bin Receptacle,00224855,No Code Allocated,Sturt Street,City of Ballarat,Sturt Street,Central,143.845044917161,-37.5607257515823
Ballarat Central,Rubbish/Recycle Bin Receptacle,00224869,No Code Allocated,Sturt Street,City of Ballarat,Sturt Street,Central,143.842491528356,-37.5604062411233
Ballarat Central,Rubbish/Recycle Bin Receptacle,00224896,No Code Allocated,Sturt Street,City of Ballarat,Sturt Street,Central,143.839493703971,-37.5595841231426
Ballarat Central,Rubbish/Recycle Bin Receptacle,00224897,No Code Allocated,Sturt Street,City of Ballarat,Sturt Street,Central,143.841175873084,-37.5597676283099
Ballarat Central,Rubbish/Recycle Bin Receptacle,00224906,No Code Allocated,Sturt Street,City of Ballarat,Sturt Street,Central,143.844176872911,-37.5601429660916
Ballarat Central,Rubbish/Recycle Bin Receptacle,00224912,No Code Allocated,Sturt Street,City of Ballarat,Sturt Street,Central,143.845194589287,-37.5602775540871
Ballarat Central,Rubbish/Recycle Bin Receptacle,00224930,No Code Allocated,Sturt Street,City of Ballarat,Sturt Street,Central,143.848138540258,-37.5605924428196
Ballarat Central,Rubbish/Recycle Bin Receptacle,00224939,No Code Allocated,Sturt Street,City of Ballarat,Sturt Street,Central,143.850934053396,-37.560917422668
Ballarat Central,Rubbish/Recycle Bin Receptacle,00224946,No Code Allocated,Sturt Street,City of Ballarat,Sturt Street,Central,143.852309282905,-37.5610855682993
Ballarat Central,Rubbish/Recycle Bin Receptacle,00224949,No Code Allocated,Sturt Street,City of Ballarat,Sturt Street,Central,143.8536488725,-37.5612658232398
Ballarat Central,Rubbish/Recycle Bin Receptacle,00224952,No Code Allocated,Sturt Street,City of Ballarat,Sturt Street,Central,143.854552421376,-37.561365156475
Ballarat Central,Rubbish/Recycle Bin Receptacle,00224956,No Code Allocated,Sturt Street,City of Ballarat,Sturt Street,Central,143.855162709542,-37.561435267853
Ballarat Central,Rubbish/Recycle Bin Receptacle,00224961,No Code Allocated,Sturt Street,City of Ballarat,Sturt Street,Central,143.856083966848,-37.5615476766724
Ballarat Central,Rubbish/Recycle Bin Receptacle,00224968,No Code Allocated,Sturt Street,City of Ballarat,Sturt Street,Central,143.856810152189,-37.56162335336
Ballarat Central,Rubbish/Recycle Bin Receptacle,00224971,No Code Allocated,Sturt Street,City of Ballarat,Sturt Street,Central,143.858166767826,-37.5617895380906
Ballarat Central,Rubbish/Recycle Bin Receptacle,00224974,No Code Allocated,Sturt Street,City of Ballarat,Sturt Street,Central,143.859037402353,-37.56189513065
Ballarat Central,Rubbish/Recycle Bin Receptacle,00224975,No Code Allocated,Sturt Street,City of Ballarat,Sturt Street,Central,143.859491034162,-37.5619502738651
Ballarat Central,Rubbish/Recycle Bin Receptacle,00224979,No Code Allocated,Sturt Street,City of Ballarat,Sturt Street,Central,143.860566618306,-37.5621108979435
Ballarat Central,Rubbish/Recycle Bin Receptacle,00227544,No Code Allocated,Sturt Street,City of Ballarat,Sturt Street,Central,143.860408186232,-37.5624786803667
Ballarat Central,Rubbish/Recycle Bin Receptacle,00227545,No Code Allocated,Sturt Street,City of Ballarat,Sturt Street,Central,143.857435822828,-37.5621461368616
Ballarat Central,Rubbish/Recycle Bin Receptacle,00227546,No Code Allocated,Sturt Street,City of Ballarat,Sturt Street,Central,143.855999576427,-37.5619963788807
Ballarat Central,Rubbish/Recycle Bin Receptacle,00227547,No Code Allocated,Sturt Street,City of Ballarat,Sturt Street,Central,143.854228448416,-37.5617648697995
Ballarat Central,Rubbish/Recycle Bin Receptacle,00227548,No Code Allocated,Sturt Street,City of Ballarat,Sturt Street,Central,143.855162709542,-37.561435267853
Ballarat Central,Rubbish/Recycle Bin Receptacle,00227549,No Code Allocated,Sturt Street,City of Ballarat,Sturt Street,Central,143.856810152189,-37.56162335336
Ballarat Central,Rubbish/Recycle Bin Receptacle,00227550,No Code Allocated,Sturt Street,City of Ballarat,Sturt Street,Central,143.859491034162,-37.5619502738651
Learmonth,Rubbish/Recycle Bin Receptacle,00227227,No Code Allocated,High Street (Learmonth),City of Ballarat,High Street (Sunraysia Highway),North,143.713912467443,-37.4204737688345
Ballarat East,Rubbish/Recycle Bin Receptacle,00258342,FP-Medium Use Footpath,Outside Group Practice,City of Ballarat,Victoria Street service road,No Code Allocated,143.867383047012,-37.5622230274136
Buninyong,Rubbish/Recycle Bin Receptacle,00225760,No Code Allocated,Out the front of Chocallato shop,City of Ballarat,Warrenheip Street,South,143.884193194683,-37.6499452070726
Buninyong,Rubbish/Recycle Bin Receptacle,00225763,No Code Allocated,501 Warrenheip Street in front of Bp Servo,City of Ballarat,Warrenheip Street,South,143.884427317987,-37.6493155899769
Buninyong,Rubbish/Recycle Bin Receptacle,00261277,FP-Low Use Footpath,Next to Sherrif seat 307 Warrenheip Street Buninyong ,City of Ballarat,Warrenheip Street,South,143.885033046698,-37.6473839587063
Lake Wendouree,Recycle Bin Receptacle,00262923,OS-State,,Not Assessed,Lake Wendouree Reserve,Central,143.834322970114,-37.5444910586378
Newington,Rubbish/Recycle Bin Receptacle,00235499,OS-Regional,,Not Assessed,Victoria Park,Central,143.822350072719,-37.5574970155927
Newington,Recycle Bin Receptacle,00262985,OS-Regional,,Not Assessed,Victoria Park,Central,143.822371991869,-37.5574270183558
Newington,Recycle Bin Receptacle,00262987,OS-Regional,,Not Assessed,Victoria Park,Central,143.821958974382,-37.5572470420798
Newington,Recycle Bin Receptacle,00262989,OS-Regional,,Not Assessed,Victoria Park,Central,143.821154069951,-37.5568800019247
Newington,Recycle Bin Receptacle,00262995,No Code Allocated,,Not Assessed,Military Drive,No Code Allocated,143.820225040784,-37.562250994295
Newington,Recycle Bin Receptacle,00262996,No Code Allocated,,Not Assessed,Military Drive,No Code Allocated,143.820777045979,-37.56193197185
Newington,Recycle Bin Receptacle,00262991,No Code Allocated,,Not Assessed,Oak Avenue,Central,143.822869957304,-37.5583279826875
Newington,Recycle Bin Receptacle,00262993,No Code Allocated,,Not Assessed,Oak Avenue,Central,143.823069021388,-37.5584470269151
Newington,Recycle Bin Receptacle,00262994,No Code Allocated,,Not Assessed,Oak Avenue,Central,143.821883936066,-37.5578289488712
Newington,Recycle Bin Receptacle,00262999,No Code Allocated,,Not Assessed,Plane Avenue,No Code Allocated,143.82723202174,-37.5640520280742
Newington,Recycle Bin Receptacle,00263002,No Code Allocated,,Not Assessed,Plane Avenue,No Code Allocated,143.827122044928,-37.5616169908884
No Code Allocated,Recycle Bin Receptacle,00262964,No Code Allocated,,Not Assessed,Armstrong Street North,No Code Allocated,143.856546941764,-37.5603070505127
No Code Allocated,Recycle Bin Receptacle,00262965,No Code Allocated,,Not Assessed,Armstrong Street North,No Code Allocated,143.85672109663,-37.5601429839671
No Code Allocated,Recycle Bin Receptacle,00262971,No Code Allocated,,Not Assessed,Bridge Mall,No Code Allocated,143.861970996907,-37.5625189879308
No Code Allocated,Recycle Bin Receptacle,00262972,No Code Allocated,,Not Assessed,Bridge Mall,No Code Allocated,143.862099016322,-37.562518945606
No Code Allocated,Recycle Bin Receptacle,00262973,No Code Allocated,,Not Assessed,Bridge Mall,No Code Allocated,143.862410012736,-37.5625499653944
No Code Allocated,Recycle Bin Receptacle,00262974,No Code Allocated,,Not Assessed,Bridge Mall,No Code Allocated,143.863029998177,-37.5625979945852
No Code Allocated,Recycle Bin Receptacle,00262975,No Code Allocated,,Not Assessed,Bridge Mall,No Code Allocated,143.863866988184,-37.5626079536582
No Code Allocated,Recycle Bin Receptacle,00262976,No Code Allocated,,Not Assessed,Bridge Mall,No Code Allocated,143.863964935476,-37.5627300129007
